user_id,variant,impression,conversion
user_1735,C,1,1
user_1702,C,1,1
user_2053,C,1,0
user_1174,A,1,1
user_2076,C,1,1
user_1631,C,1,1
user_0248,A,1,1
user_0164,A,1,0
user_0884,A,1,0
user_1074,A,1,1
user_0057,A,1,1
user_0277,A,1,1
user_2406,C,1,1
user_0069,A,1,1
user_0299,A,1,1
user_1930,C,1,0
user_0708,A,1,1
user_2238,C,1,1
user_1497,C,1,1
user_1724,C,1,0
user_2329,C,1,0
user_1585,C,1,1
user_0541,A,1,0
user_1297,A,1,0
user_1480,C,1,0
user_0050,A,1,1
user_2164,C,1,1
user_0291,A,1,1
user_2433,C,1,1
user_2047,C,1,1
user_0988,A,1,1
user_0462,A,1,1
user_1581,C,1,1
user_2028,C,1,0
user_0981,A,1,1
user_0224,A,1,0
user_1211,A,1,1
user_1605,C,1,1
user_0773,A,1,1
user_2088,C,1,1
user_2486,C,1,1
user_2121,C,1,1
user_0842,A,1,0
user_1236,A,1,1
user_0110,A,1,0
user_1168,A,1,1
user_2489,C,1,1
user_2458,C,1,1
user_2462,C,1,0
user_2267,C,1,0
user_1017,A,1,1
user_0346,A,1,0
user_1135,A,1,0
user_1015,A,1,0
user_0573,A,1,0
user_1289,A,1,1
user_1759,C,1,0
user_1440,C,1,0
user_1573,C,1,1
