user_id,variant,score
1571,C (Structured CoT),3
1896,C (Structured CoT),4
2147,C (Structured CoT),1
805,A (Current),3
1752,C (Structured CoT),3
503,A (Current),4
780,A (Current),4
1864,C (Structured CoT),4
201,A (Current),2
2183,C (Structured CoT),2
2089,C (Structured CoT),5
2279,C (Structured CoT),3
1797,C (Structured CoT),5
379,A (Current),5
2337,C (Structured CoT),4
419,A (Current),3
1699,C (Structured CoT),4
392,A (Current),4
1523,C (Structured CoT),5
1163,A (Current),3
1496,C (Structured CoT),5
2028,C (Structured CoT),2
1153,A (Current),2
1368,C (Structured CoT),5
65,A (Current),3
2063,C (Structured CoT),5
1181,A (Current),4
493,A (Current),3
380,A (Current),1
2236,C (Structured CoT),4
764,A (Current),3
2265,C (Structured CoT),5
792,A (Current),2
1077,A (Current),3
879,A (Current),5
338,A (Current),1
2344,C (Structured CoT),3
1017,A (Current),2
1276,C (Structured CoT),5
456,A (Current),4
816,A (Current),3
2318,C (Structured CoT),5
996,A (Current),4
1982,C (Structured CoT),3
202,A (Current),3
162,A (Current),4
1580,C (Structured CoT),2
703,A (Current),3
1501,C (Structured CoT),3
1130,A (Current),3
1022,A (Current),3
1586,C (Structured CoT),4
1956,C (Structured CoT),4
2254,C (Structured CoT),2
35,A (Current),1
776,A (Current),2
1479,C (Structured CoT),3
1391,C (Structured CoT),5
2140,C (Structured CoT),4
1364,C (Structured CoT),4
2042,C (Structured CoT),4
242,A (Current),1
2062,C (Structured CoT),4
2364,C (Structured CoT),5
601,A (Current),1
2436,C (Structured CoT),2
1298,C (Structured CoT),3
2215,C (Structured CoT),4
2069,C (Structured CoT),4
647,A (Current),5
1529,C (Structured CoT),4
1268,C (Structured CoT),2
1900,C (Structured CoT),4
563,A (Current),3
190,A (Current),3
1807,C (Structured CoT),4
976,A (Current),5
2048,C (Structured CoT),5
1083,A (Current),2
475,A (Current),3
748,A (Current),4
2301,C (Structured CoT),5
22,A (Current),4
460,A (Current),4
1185,A (Current),2
2325,C (Structured CoT),4
956,A (Current),2
1216,C (Structured CoT),3
2434,C (Structured CoT),3
1516,C (Structured CoT),3
2392,C (Structured CoT),4
770,A (Current),4
1686,C (Structured CoT),4
131,A (Current),1
2136,C (Structured CoT),3
1483,C (Structured CoT),5
331,A (Current),2
1239,C (Structured CoT),4
467,A (Current),1
2170,C (Structured CoT),4
1639,C (Structured CoT),3
1096,A (Current),3
1131,A (Current),3
1295,C (Structured CoT),4
861,A (Current),2
